"UMAP_1" "UMAP_2" "CellPopulation"
"98" 3.46042864633569 -1.85039003973739 "Spongy mesophyll"
"99" -0.696083614101323 -4.07290204649703 "Early palisade mesophyll"
"100" -1.1849172799491 -5.40238317137496 "Early palisade mesophyll"
"101" -1.89983350919715 -0.204398118312519 "Late hydathode"
"102" 5.24403040719995 -4.14869626646773 "Late spongy mesophyll"
"103" 3.29843561960229 8.56366602296098 "Phloem parenchyma"
"104" 2.37933700395593 -2.4242025244786 "Spongy mesophyll"
"105" -1.96615512060157 -0.825448952968281 "Abaxial epidermis"
"106" -2.61197454618445 -5.15102418547408 "Late myrosin idioblasts"
"107" 2.99930708719262 0.205799080078441 "Early hydathode"
"108" 0.273711285123912 2.62819520348771 "Palisade mesophyll"
"109" 1.17081587625512 -3.98748668318526 "Late spongy mesophyll"
"110" 0.256384125480739 2.37692932004197 "Palisade mesophyll"
"111" 3.11984055353173 -2.727313362415 "Late spongy mesophyll"
"112" 4.28786604715356 -3.40885289793746 "Late spongy mesophyll"
"113" 1.8071926148034 -6.97868522291915 "Palisade mesophyll"
"114" -8.73963887380591 -1.47857459669844 "Guard cells"
"115" -2.07990367101661 -5.84767469054 "Late myrosin idioblasts"
"116" 3.39808743310937 -2.79510887747542 "Late spongy mesophyll"
"117" -1.72858149694434 -6.94026692991988 "Spongy mesophyll"
"118" 4.82687037302026 -2.51463755255477 "Spongy mesophyll"
"119" -3.98859030889502 3.98760954255326 "Adaxial epidermis"
"120" -2.14190132307044 -6.62112172728316 "Late palisade mesophyll"
"121" 4.9205149920083 2.97014585847123 "Late bundle sheath"
"122" -1.36721129106513 -4.87347539549605 "Early palisade mesophyll"
"123" -2.64747101949683 -5.44431956892745 "Late myrosin idioblasts"
"124" -1.69281036542884 -4.88557513838546 "Early palisade mesophyll"
"125" 4.91336005044946 3.55154959077104 "Late bundle sheath"
"126" 2.0223935158349 -5.15367063170211 "Late spongy mesophyll"
"127" 3.86603753877648 -3.71047910338179 "Spongy mesophyll"
"128" -0.767752715816411 -4.87942632323043 "Early palisade mesophyll"
"129" 3.57995050264367 7.8356110226558 "Phloem parenchyma"
"130" 2.38083391500482 5.65030351990922 "Early xylem"
"131" 4.65710347009668 -2.22947891836898 "Spongy mesophyll"
"132" 5.47041075540551 3.30146137589677 "Spongy mesophyll"
"133" 1.69918697191247 -3.72129329329268 "Spongy mesophyll"
"134" 4.80607502771386 -5.09252580290572 "Late spongy mesophyll"
"135" 1.78419952703485 0.943416213030878 "Early spongy mesophyll"
"136" 0.621770924458591 -0.844664059932392 "Early spongy mesophyll"
"137" 1.26828157020578 -5.05801519041793 "Palisade mesophyll"
"138" 3.59605830026635 5.74565569276078 "Late procambium"
"139" 0.250078013668147 -7.24822553282515 "Late palisade mesophyll"
"140" 4.36317985368737 -0.42066403513686 "Early hydathode"
"141" 4.09745900941857 3.24046770447953 "Late bundle sheath"
"142" 2.39361720396051 1.53608957642778 "Early spongy mesophyll"
"143" 5.04019110513696 -4.63878854399459 "Late spongy mesophyll"
"144" -1.15000576662055 -7.02454455977217 "Late palisade mesophyll"
"145" 2.95197527719506 -4.95569976454512 "Late spongy mesophyll"
"146" 3.25441663576135 8.09113947266801 "Late phloem parenchyma"
"147" -2.80776817487708 -5.02637561445967 "Late myrosin idioblasts"
"148" 1.55515079809198 -0.0316133726193126 "Early spongy mesophyll"
"149" 1.87678199125299 -3.03869279509322 "Spongy mesophyll"
"150" -1.69411976026526 -4.38247426634566 "Early palisade mesophyll"
"151" -2.68436700986853 -5.13351281767623 "Late myrosin idioblasts"
"152" 1.88927488637933 6.99408832902177 "Tracheary elements"
"153" -0.0698073594473922 -2.97865923529403 "Spongy mesophyll"
"154" 0.263276940713016 -5.31969579344527 "Palisade mesophyll"
"155" 0.239749601612178 2.21527902001603 "Palisade mesophyll"
"156" 3.86011784387597 -4.77020200377242 "Late spongy mesophyll"
"157" -1.68201787160865 -4.45790656691329 "Early palisade mesophyll"
"158" 3.37640111757287 8.50647989625199 "Phloem parenchyma"
"159" 4.42023675752649 -5.13572486525313 "Late spongy mesophyll"
"160" 3.17169039560327 -2.21802624350325 "Spongy mesophyll"
"161" 1.24336378885278 -3.65377362852828 "Spongy mesophyll"
"162" 1.70579545808801 -0.0323901403500255 "Early spongy mesophyll"
"163" 4.8417214663125 3.02538172120317 "Late bundle sheath"
"164" 4.56804173303613 4.99365393037065 "Late bundle sheath"
"165" -3.10807926343909 -5.62543042784468 "Late myrosin idioblasts"
"166" 4.24403398347863 -1.47453292494552 "Early spongy mesophyll"
"167" 3.11022465539941 0.0873347889827076 "Early hydathode"
"168" -1.15051800893775 -4.21352656965987 "Late myrosin idioblasts"
"169" 0.902497789392558 -5.50740703230635 "Palisade mesophyll"
"170" 4.14687149835595 -4.18089374190108 "Late spongy mesophyll"
"171" -0.428907343616399 11.5147673260616 "Early guard cells"
"172" 2.97766297174462 -6.47117837553756 "Palisade mesophyll"
"173" 4.72312205148706 -4.1791947711064 "Late spongy mesophyll"
"174" 3.15980904413232 3.43227878922685 "Spongy mesophyll"
"175" 4.04737441850671 -2.59028586035506 "Spongy mesophyll"
"176" 3.81766646219262 -4.42481979017989 "Late spongy mesophyll"
"177" 0.65716156972417 -1.99316676741378 "Spongy mesophyll"
"178" 4.73865406824121 -1.64956911688582 "Spongy mesophyll"
"179" 1.60833196950921 -3.18964990263717 "Spongy mesophyll"
"180" 2.97331874681481 -1.71358355170028 "Spongy mesophyll"
"181" 4.8995827944375 -1.70497759466903 "Spongy mesophyll"
"182" -1.84183270620337 -4.77023013716475 "Early palisade mesophyll"
"183" 3.32798044992456 1.00358852336271 "Early hydathode"
"184" 0.0739709646798051 -0.00348391419188343 "Spongy mesophyll"
"185" -2.38460428403846 -0.668534122760456 "Xylem to Hydathode"
"186" 1.7681655199624 0.838245324437458 "Early spongy mesophyll"
"187" 2.35309975458154 2.0746543776439 "Early spongy mesophyll"
"188" 0.440475884395031 -5.35159810667769 "Palisade mesophyll"
"189" 0.127559355030147 2.85053197259172 "Palisade mesophyll"
"190" 3.44466607881555 8.11437431687577 "Phloem parenchyma"
"191" 1.51785116506585 1.05431748146279 "Early spongy mesophyll"
"192" -0.512546309699925 2.36498979443772 "Palisade mesophyll"
"193" 2.92974846673974 0.449058659021694 "Early hydathode"
"194" -4.8732467381858 3.08896986359819 "Adaxial epidermis"
"195" -3.8649230687522 -5.9639323580815 "Late myrosin idioblasts"
"196" -0.269689628353032 -1.99116214400069 "Spongy mesophyll"
"197" -2.24040014432898 -5.02970536833541 "Late myrosin idioblasts"
"198" 2.83456056428918 8.97799269074662 "Phloem parenchyma"
"199" 1.85034637762078 -6.46007093077437 "Palisade mesophyll"
"200" 0.531782908866492 -7.26320871001021 "Late palisade mesophyll"
"201" 0.732117048034755 -3.19459184294478 "Spongy mesophyll"
"202" -2.38051492856971 -5.26703342085616 "Late myrosin idioblasts"
"203" -1.57160503553382 -5.03208192473189 "Early palisade mesophyll"
"204" 3.46711438013085 1.16173545235856 "Early hydathode"
"205" 0.838916769752589 -5.20583327894942 "Palisade mesophyll"
"206" 0.445381384844271 -5.13438972121016 "Palisade mesophyll"
"207" 2.17312662912377 -4.82600768690841 "Late spongy mesophyll"
"208" 5.34006684137353 -4.13977464323775 "Late spongy mesophyll"
"209" 1.42215513301858 8.56810633057817 "Procambium"
"210" -1.17317170785895 -5.00972493773238 "Early palisade mesophyll"
"211" -2.32032353567115 3.82677165383561 "Late guard cells"
"212" 0.490402894595948 -5.22524198179976 "Palisade mesophyll"
"213" 4.7221540720559 -4.66376002913253 "Palisade mesophyll"
"214" 0.980447760353175 -5.11678441649215 "Palisade mesophyll"
"215" -3.06111366437903 -5.19328864699141 "Early palisade mesophyll"
"216" 4.76597254587182 2.48747269028886 "Late bundle sheath"
"217" -2.94681102918616 -5.23753150587813 "Late myrosin idioblasts"
"218" 4.52004425836572 -4.79960902815596 "Late spongy mesophyll"
"219" -0.00266675042143699 -5.33837541228072 "Early palisade mesophyll"
"220" 5.20549290491113 -4.66174253111617 "Late spongy mesophyll"
"221" -0.102031358947667 -5.46323236113326 "Palisade mesophyll"
"222" 0.839446714649287 8.39110342377885 "Early sieve elements"
"223" 1.31877022100457 -1.82634361868636 "Spongy mesophyll"
"224" 3.18498914552697 8.62676302308305 "Phloem parenchyma"
"225" 5.33129923654565 0.132234133426983 "Early hydathode"
"226" -1.31059307741156 -5.16118272429244 "Early palisade mesophyll"
"227" 0.818591407070247 -3.12060865050093 "Spongy mesophyll"
"228" 3.57021062685022 -0.585757576282185 "Early hydathode"
"229" -1.02063841508857 -7.23434003477828 "Late palisade mesophyll"
"230" -1.62348372625342 -4.2157224047734 "Early palisade mesophyll"
"231" 0.413468460122434 2.33499113435014 "Palisade mesophyll"
"232" -1.17239613222113 -4.63821252470748 "Early palisade mesophyll"
"233" -1.98115093397132 -5.09247859602706 "Early palisade mesophyll"
"234" 4.91723244501123 -4.52931388502852 "Late spongy mesophyll"
"235" -0.250359126796635 0.209604419414837 "Spongy mesophyll"
"236" 5.47546093774804 3.42230645531877 "Late bundle sheath"
"237" 4.93697779489526 3.0364224087642 "Late bundle sheath"
"238" -1.4511286704444 -5.11252816801802 "Early palisade mesophyll"
"239" -1.38191229986182 -5.12126287108199 "Early palisade mesophyll"
"240" -1.26237840341559 -7.08556874876754 "Late palisade mesophyll"
"241" -1.88046343015662 -5.75101789122359 "Late myrosin idioblasts"
"242" -1.09298104928962 -5.26830037718551 "Early palisade mesophyll"
"243" -1.84912879156104 -6.6949704516484 "Late palisade mesophyll"
"244" 2.69774453950891 -2.14232143049971 "Spongy mesophyll"
"245" 1.90341632677087 0.291152871792156 "Early spongy mesophyll"
"246" -1.55991859125129 -5.00308688765303 "Early palisade mesophyll"
"247" 3.08453123880395 -5.95656522398726 "Palisade mesophyll"
"248" 0.140179476270763 -7.45095761900679 "Late palisade mesophyll"
"249" 4.46666472269067 6.09529081696733 "Late procambium"
"250" 3.29151647401818 2.00015143269761 "Early hydathode"
"251" 3.73660247636804 -4.53797515517012 "Late spongy mesophyll"
"252" -0.240471967925938 -6.96702226286666 "Late palisade mesophyll"
"253" 5.10001128030786 -1.93374975806014 "Spongy mesophyll"
"254" 4.50872319055566 -4.58046754484908 "Late spongy mesophyll"
"255" 4.78667490793237 -4.76764234190718 "Late spongy mesophyll"
"256" 2.63014357400903 -3.54356988554732 "Spongy mesophyll"
"257" 1.32700192047128 -2.91354807501571 "Spongy mesophyll"
"258" 2.39636164022454 -0.481381617839497 "Early spongy mesophyll"
"259" 0.239214217791644 -5.87049564009444 "Early palisade mesophyll"
"260" 0.859823665151683 -6.75293429976241 "Late palisade mesophyll"
"261" -1.07379359888068 -6.24179776793258 "Early palisade mesophyll"
"262" -0.188851901760014 -6.6073764193608 "Late palisade mesophyll"
"263" 3.96150224519738 -4.67943652754561 "Late spongy mesophyll"
"264" 5.14209597421655 -3.94642718916671 "Spongy mesophyll"
"265" -2.94331319021216 -6.38308843260543 "Late myrosin idioblasts"
"266" -0.871599504222783 -5.00297006254927 "Early palisade mesophyll"
"267" 1.32627063108453 0.00824407452805676 "Early spongy mesophyll"
"268" -1.29321355508796 -5.36671336775557 "Early palisade mesophyll"
"269" 1.39354091001519 -7.25881036406295 "Palisade mesophyll"
"270" 1.79246526075372 -0.133718692119282 "Early spongy mesophyll"
"271" 4.75253432107934 4.85102454537614 "Late bundle sheath"
"272" 4.36945789171228 -5.30787213927047 "Late spongy mesophyll"
"273" 0.0171423764325059 -7.07806905394332 "Late palisade mesophyll"
"274" 3.42339341951379 8.55571810120805 "Phloem parenchyma"
"275" 3.92947047067651 -4.30490716582076 "Spongy mesophyll"
"276" 4.586068561802 -0.881922923381489 "Spongy mesophyll"
"277" 5.36762802911767 3.29220167512162 "Late bundle sheath"
"278" 4.65205853296289 2.90700463170274 "Early bundle sheath"
"279" 2.91273825479516 -5.21283324843184 "Palisade mesophyll"
"280" 1.24266558004388 -4.91853746062056 "Palisade mesophyll"
"281" 0.8586940379239 -1.96411760931746 "Spongy mesophyll"
"282" 3.15134923769006 -1.29471500998275 "Spongy mesophyll"
"283" 3.38265436006555 8.36456934327348 "Phloem parenchyma"
"284" 3.783986738453 3.23320976609452 "Early bundle sheath"
"285" 5.28825037790307 -3.43455442076461 "Spongy mesophyll"
"286" 0.2948203147746 2.09462932461961 "Palisade mesophyll"
"287" 0.722572943697063 -2.52126845007674 "Spongy mesophyll"
"288" -1.91473705457679 -5.58271487837569 "Late myrosin idioblasts"
"289" 1.79934566331872 -6.45019229536788 "Palisade mesophyll"
"290" 0.568545109162418 -5.07281478529708 "Palisade mesophyll"
"291" 3.66883414102563 8.9888960492061 "Late sieve elements"
"292" 3.73588698221215 -4.41531547194259 "Spongy mesophyll"
"293" 3.39393298936853 3.02767435425981 "Spongy mesophyll"
"294" -1.29304630445472 -5.00905831938521 "Early palisade mesophyll"
"295" -3.33795983480445 -5.53599771147506 "Late myrosin idioblasts"
"296" -3.73181636022559 -5.92333396559493 "Late myrosin idioblasts"
"297" 5.44688885522851 3.15515724534257 "Late bundle sheath"
"298" -0.159146436920079 0.0438050400660817 "Early hydathode"
"299" 0.709385654459087 -5.42320712691085 "Palisade mesophyll"
"300" -1.1289451806449 -4.96632798796431 "Early palisade mesophyll"
"301" 1.6820625574685 -2.35266288405196 "Spongy mesophyll"
"302" 0.444129034446863 -3.95114215498702 "Spongy mesophyll"
"303" 0.859118691215602 -4.98831351881759 "Palisade mesophyll"
"304" -1.03893859075538 -5.10305198317305 "Early palisade mesophyll"
"305" -0.465407499542149 11.5359884869502 "Early guard cells"
"306" -5.01441294836036 3.8416358601497 "Adaxial epidermis"
"307" 4.23824136568078 -2.86775907164351 "Late spongy mesophyll"
"308" 0.168232581148235 -5.09360345488326 "Palisade mesophyll"
"309" -1.79046256231299 -5.41082414274947 "Early palisade mesophyll"
"310" 3.9748944552041 -3.37883075361983 "Late spongy mesophyll"
"311" -1.92816955732337 -4.58510860090987 "Early palisade mesophyll"
"312" 0.58274785293111 -2.09126742964522 "Spongy mesophyll"
"313" 0.665443813929645 -6.8671191561772 "Late palisade mesophyll"
"314" -0.124861189594182 -5.61836942320601 "Palisade mesophyll"
"315" 1.33334129167565 -5.0216077197148 "Palisade mesophyll"
"316" 1.68134455991754 -6.04572662001387 "Palisade mesophyll"
"317" 1.03416883064279 -2.58211835509078 "Spongy mesophyll"
"318" 1.7481242926217 -2.95952948218123 "Spongy mesophyll"
"319" 3.14017169786462 9.01736322755082 "Late sieve elements"
"320" 5.09413616968164 -1.78452857619063 "Spongy mesophyll"
"321" -4.31250006841651 3.09812299126847 "Adaxial epidermis"
"322" 2.66117804361352 1.84884450549348 "Early spongy mesophyll"
"323" 0.268235972652522 -4.80319388991134 "Palisade mesophyll"
"324" 1.75089257074365 0.578301466648418 "Early spongy mesophyll"
"325" 5.1790336878396 -4.73504813795821 "Late spongy mesophyll"
"326" 4.24191086603173 0.062091089432079 "Early hydathode"
"327" -0.321920403709325 -7.2190183032109 "Late palisade mesophyll"
"328" 3.12830584360131 -2.47004231100814 "Spongy mesophyll"
"329" -0.984245249500188 1.18914095277055 "Early hydathode"
"330" 1.9764516861535 -0.170747600848835 "Early spongy mesophyll"
"331" 5.04889624429712 -2.73934587126509 "Spongy mesophyll"
"332" 0.271818837652293 -4.64998658781783 "Early palisade mesophyll"
"333" -1.59896571325293 -4.90717681532637 "Early palisade mesophyll"
"334" 1.39454882455835 -5.38920577650801 "Palisade mesophyll"
"335" 1.52285616708764 8.32114712113603 "Early procambium"
"336" 0.510318255553333 -4.42949470167891 "Spongy mesophyll"
"337" 4.9639024050332 -4.75691493635909 "Late spongy mesophyll"
"338" -2.3804693906211 -5.71708806639449 "Early palisade mesophyll"
"339" -5.02420718358985 2.96895376557573 "Abaxial epidermis"
"340" -0.470622548332127 -4.83734115248458 "Early palisade mesophyll"
"341" 0.922838381061641 -3.00624641066329 "Spongy mesophyll"
"342" 2.43015353990564 -6.60003265028731 "Palisade mesophyll"
"343" 5.22834818674096 3.00216261262162 "Late bundle sheath"
"344" 3.91760080171594 -3.25752195006148 "Late spongy mesophyll"
"345" 0.0930483253098405 -4.59149249678389 "Palisade mesophyll"
"346" 1.89592116189965 6.73098150605424 "Early xylem"
"347" -2.01322920011512 -7.12016614561812 "Late palisade mesophyll"
"348" -0.914930888881596 1.0633949559377 "Early hydathode"
"349" 0.750170192251292 2.80478385800584 "Palisade mesophyll"
"350" 4.11028330636987 -4.54995664244429 "Late spongy mesophyll"
"351" 5.14286511255273 3.18525425309404 "Late bundle sheath"
"352" 5.23248188806543 -3.36557754164473 "Spongy mesophyll"
"353" 0.13182886553773 -7.39719136839644 "Late palisade mesophyll"
"354" 3.07846086336145 0.596082128231365 "Early hydathode"
"355" -2.96885783361426 -5.72800191527144 "Late myrosin idioblasts"
"356" 1.87284438920983 -4.45360787993209 "Spongy mesophyll"
"357" 3.23741143060693 -4.13316424971358 "Late spongy mesophyll"
"358" 0.639154440293399 -3.81534894591109 "Palisade mesophyll"
"359" 2.3076786310769 -6.72192653303878 "Palisade mesophyll"
"360" 1.10734688354501 -5.23461421614425 "Palisade mesophyll"
"361" 3.49049489809045 1.41982818359597 "Early hydathode"
"362" 3.6283835680581 -5.46303971892134 "Palisade mesophyll"
"363" 3.30619590593347 -3.65717061644332 "Spongy mesophyll"
"364" 1.26565354181298 -2.99435242300765 "Spongy mesophyll"
"365" 5.24452584100732 3.3843764435695 "Late bundle sheath"
"366" 4.11143462968835 3.443824685757 "Late bundle sheath"
"367" 0.766103050241557 -5.80424722319381 "Palisade mesophyll"
"368" 1.68301933122644 -7.11887868529097 "Palisade mesophyll"
"369" -0.544143864383611 -4.81860002165572 "Early palisade mesophyll"
"370" 2.95882146669397 3.19393006676896 "Spongy mesophyll"
"371" 1.18544929338464 -5.31331142073409 "Palisade mesophyll"
"372" 4.98561327768335 -1.52634843474166 "Spongy mesophyll"
"373" 5.21159546686181 -3.9183534014775 "Spongy mesophyll"
"374" -1.43848974393836 -5.70563586836592 "Early palisade mesophyll"
"375" 5.02968638254174 -0.416635357196492 "Spongy mesophyll"
"376" -0.385366031398686 -4.60386069899337 "Early palisade mesophyll"
"377" 3.63143556428918 8.01782814378007 "Phloem parenchyma"
"378" 1.82896642995843 -6.44982274657027 "Palisade mesophyll"
"379" -3.05631024526587 -4.98304399138228 "Early palisade mesophyll"
"380" 1.65927117181787 -3.76059707289473 "Spongy mesophyll"
"381" 3.46065371347436 0.342956222240764 "Early hydathode"
"382" 3.09378116441735 0.426331556980449 "Early hydathode"
"383" 3.72921412302026 5.0216895710872 "Late procambium"
"384" 4.44287150217065 -1.05556424742476 "Spongy mesophyll"
"385" -1.96105868505469 -5.70876487379805 "Late myrosin idioblasts"
"386" 2.74984972787866 -4.04719766264693 "Late spongy mesophyll"
"387" 4.51711552454003 5.38000265473588 "Late procambium"
"388" 5.0845922739602 -1.87849982863204 "Spongy mesophyll"
"389" 2.53610556436547 -6.41105016356246 "Palisade mesophyll"
"390" -0.781221100559148 -5.43014892225997 "Early palisade mesophyll"
"391" -0.356100091209325 -4.64511283522384 "Palisade mesophyll"
"392" -4.82745845006934 2.91565278882249 "Adaxial epidermis"
"393" -1.93056089567176 -5.28975661879317 "Early palisade mesophyll"
"394" -0.25669223951331 -5.03889592772261 "Early palisade mesophyll"
"395" -0.451758512725743 -4.677189194019 "Palisade mesophyll"
"396" 0.024536094198314 -4.94581922179 "Palisade mesophyll"
"397" 2.08950321985253 5.92378012055619 "Xylem"
"398" 0.174536696205226 -4.85782893782393 "Early palisade mesophyll"
"399" 5.28311579538354 -4.46767028456466 "Late spongy mesophyll"
"400" 1.0894545824624 -5.17480071669356 "Palisade mesophyll"
"401" 5.05574314905175 2.86634985322221 "Late bundle sheath"
"402" 2.85154764963159 -3.35866960173384 "Spongy mesophyll"
"403" -0.26256758855811 -5.39984115248458 "Palisade mesophyll"
"404" -2.11635214971534 9.11819616669877 "Late companion cells"
"405" 3.49030464006433 -3.14093192702071 "Spongy mesophyll"
"406" 3.42548148942956 -2.40685900336043 "Spongy mesophyll"
"407" 1.4793026955224 -7.01438554411666 "Palisade mesophyll"
"408" -0.3840037076377 -5.22625621443526 "Palisade mesophyll"
"409" -1.90294391798011 -5.29506333952681 "Late myrosin idioblasts"
"410" -2.04226810621253 -5.38737519865767 "Late myrosin idioblasts"
"411" -0.691071697940739 -7.36592229491011 "Late palisade mesophyll"
"412" 1.65336244417199 -4.19300635939376 "Spongy mesophyll"
"413" 4.57570832086572 -2.84632738714949 "Spongy mesophyll"
"414" 3.09270017457971 0.646252102796871 "Early hydathode"
"415" 1.84453194452294 -3.13433583861129 "Spongy mesophyll"
"416" 2.43623822046289 -2.14975961333052 "Spongy mesophyll"
"417" 2.02859013391503 -6.07783063536422 "Palisade mesophyll"
"418" 4.4827765734292 5.02060095185502 "Late procambium"
"419" 3.80984657121667 3.69468799943193 "Spongy mesophyll"
"420" 0.760095349083034 -4.95069488173262 "Palisade mesophyll"
"421" -1.1587612121009 -5.19724401121871 "Early palisade mesophyll"
"422" 3.99224846673974 6.9420563351558 "Late procambium"
"423" 1.24966566873559 8.55892053956254 "Procambium"
"424" 4.3825613768197 -2.63449629431502 "Spongy mesophyll"
"425" -0.508709439506444 -5.22352203017012 "Palisade mesophyll"
